,Date,Team,Acquired,Relinquished,Notes
29343,2020-01-02,Timberwolves,,Treveon Graham,placed on IL with illness
29344,2020-01-03,76ers,,James Ennis,placed on IL with illness
29345,2020-01-03,Celtics,,Kemba Walker,placed on IL with illness
29346,2020-01-03,Celtics,Jaylen Brown,,activated from IL
29347,2020-01-03,Hawks,,Evan Turner,placed on IL
29348,2020-01-03,Hawks,Jabari Parker,,activated from IL
29349,2020-01-03,Lakers,,Alex Caruso,placed on IL with right calf injury
29350,2020-01-03,Magic,,Jonathan Isaac,placed on IL with left knee injury
29351,2020-01-03,Magic,Aaron Gordon,,activated from IL
29352,2020-01-03,Wizards,Thomas Bryant,,activated from IL
29353,2020-01-03,Bulls,Chandler Hutchison,,activated from IL
29354,2020-01-03,Bulls,Cristiano Felicio,,activated from IL
29355,2020-01-03,Nets,David Nwaba,,activated from IL
29356,2020-01-04,Bucks,Wesley Matthews / Wes Matthews Jr.,,activated from IL
29357,2020-01-04,Bulls,,Adam Mokoka,placed on IL
29358,2020-01-04,Cavaliers,,Larry Nance Jr.,placed on IL with sore left knee
29359,2020-01-04,Clippers,,Paul George,placed on IL with left hamstring injury
29360,2020-01-04,Hawks,,Cameron Reddish / Cam Reddish,placed on IL with sprained right wrist
29361,2020-01-04,Hawks,,Jabari Parker,placed on IL with throat injury
29362,2020-01-04,Hawks,,John Collins (Martin),placed on IL with back injury
29363,2020-01-04,Hawks,Chandler Parsons,,activated from IL
29364,2020-01-04,Hawks,Evan Turner,,activated from IL
29365,2020-01-04,Kings,,Bogdan Bogdanovic,placed on IL with sore right ankle
29366,2020-01-04,Nets,Caris LeVert,,activated from IL
29367,2020-01-04,Nets,Garrett Temple,,activated from IL
29368,2020-01-04,Nuggets,Vlatko Cancar,,activated from IL
29369,2020-01-04,Pacers,Edmond Sumner,,activated from IL
29370,2020-01-04,Spurs,,Dejounte Murray,placed on IL for personal reasons
29371,2020-01-04,Warriors,,D'Angelo Russell,placed on IL with right shoulder injury
29372,2020-01-04,Warriors,Jordan Poole,,activated from IL
29373,2020-01-04,Warriors,Willie Cauley-Stein,,activated from IL
29374,2020-01-04,Wizards,,Bradley Beal,placed on IL with right leg injury
29375,2020-01-04,Wizards,,Thomas Bryant,placed on IL
29376,2020-01-05,Cavaliers,,Tristan Thompson,placed on IL with illness
29377,2020-01-05,Clippers,,Kawhi Leonard,placed on IL
29378,2020-01-05,Clippers,Patrick Beverley,,activated from IL
29379,2020-01-05,Clippers,Paul George,,activated from IL
29380,2020-01-05,Clippers,Terance Mann,,activated from IL
29381,2020-01-05,Lakers,Alex Caruso,,activated from IL
29382,2020-01-05,Timberwolves,Andrew Wiggins,,activated from IL
29383,2020-01-05,Timberwolves,Treveon Graham,,activated from IL
29384,2020-01-06,76ers,James Ennis,,activated from IL
29385,2020-01-06,Bucks,,Pat Connaughton,placed on IL with bruised right thigh
29386,2020-01-06,Celtics,,Romeo Langford,placed on IL with illness
29387,2020-01-06,Hawks,,Chandler Parsons,placed on IL
29388,2020-01-06,Hawks,,Evan Turner,placed on IL
29389,2020-01-06,Hawks,Cameron Reddish / Cam Reddish,,activated from IL
29390,2020-01-06,Hawks,John Collins (Martin),,activated from IL
29391,2020-01-06,Hornets,,Marvin Williams,placed on IL with fractured nose
29392,2020-01-06,Hornets,,Michael Kidd-Gilchrist,placed on IL with illness
29393,2020-01-06,Mavericks,Tim Hardaway Jr.,,activated from IL
29394,2020-01-06,Nets,Nicolas Claxton,,activated from IL
29395,2020-01-06,Nuggets,,Vlatko Cancar,placed on IL
29396,2020-01-06,Thunder,,Nerlens Noel,placed on IL with sprained left ankle
29397,2020-01-06,Warriors,,Draymond Green,placed on IL with sprained right ankle
29398,2020-01-07,Cavaliers,,Dante Exum,placed on IL with illness
29399,2020-01-07,Cavaliers,,Kevin Porter Jr.,placed on IL with sprained left knee
29400,2020-01-07,Cavaliers,Tristan Thompson,,activated from IL
29401,2020-01-07,Hawks,,Jabari Parker,placed on IL with right shoulder injury
29402,2020-01-07,Kings,,Richaun Holmes,placed on IL with sprained right shoulder
29403,2020-01-07,Knicks,,Marcus Morris,placed on IL with sore neck
29404,2020-01-07,Thunder,,Danilo Gallinari,placed on IL with right calf injury
29405,2020-01-07,Warriors,Draymond Green,,activated from IL
29406,2020-01-07,Raptors,Matt Thomas,,activated from IL
29407,2020-01-08,Blazers,,Skal Labissiere,placed on IL with left knee injury
29408,2020-01-08,Bucks,,George Hill,placed on IL with illness
29409,2020-01-08,Bucks,Pat Connaughton,,activated from IL
29410,2020-01-08,Bulls,,Wendell Carter Jr.,placed on IL with high right ankle sprain
29411,2020-01-08,Celtics,Kemba Walker,,activated from IL
29412,2020-01-08,Hawks,,Bruno Fernando,placed on IL with strained left calf
29413,2020-01-08,Heat,Justise Winslow,,activated from IL
29414,2020-01-08,Hornets,Michael Kidd-Gilchrist,,activated from IL
29415,2020-01-08,Jazz,Nigel Williams-Goss,,activated from IL
29416,2020-01-08,Nuggets,,Paul Millsap,placed on IL with bruised left knee
29417,2020-01-08,Nuggets,Vlatko Cancar,,activated from IL
29418,2020-01-08,Rockets,,Russell Westbrook,placed on IL
29419,2020-01-08,Wizards,,Garrison Mathews,placed on IL with sprained right ankle
29420,2020-01-08,Heat,,Gabe Vincent,placed on IL
29421,2020-01-09,76ers,,Joel Embiid,placed on IL with left hand injury
29422,2020-01-09,76ers,Matisse Thybulle,,activated from IL
29423,2020-01-09,Bucks,George Hill,,activated from IL
29424,2020-01-09,Rockets,Michael Frazier II,,activated from IL
29425,2020-01-09,Thunder,Danilo Gallinari,,activated from IL
29426,2020-01-09,Thunder,Russell Westbrook,,activated from IL
29427,2020-01-09,Wizards,Davis Bertans,,activated from IL
29428,2020-01-10,Bucks,,Ersan Ilyasova,placed on IL with sore right knee
29429,2020-01-10,Clippers,,Paul George,placed on IL with strained left hamstring
29430,2020-01-10,Clippers,Kawhi Leonard,,activated from IL
29431,2020-01-10,Heat,,Justise Winslow,placed on IL with bruised lower back (out for season)
29432,2020-01-10,Hornets,Marvin Williams,,activated from IL
29433,2020-01-10,Jazz,,Nigel Williams-Goss,placed on IL
29434,2020-01-10,Lakers,,Anthony Davis,placed on IL with bruised tailbone
29435,2020-01-10,Magic,,Aaron Gordon,placed on IL with right calf injury
29436,2020-01-10,Nets,,Garrett Temple,placed on IL with bruised right knee
29437,2020-01-10,Nets,,Wilson Chandler,placed on IL with left hamstring injury
29438,2020-01-10,Pacers,,Domantas Sabonis / Domas Sabonis,placed on IL with sore left knee
29439,2020-01-10,Pacers,,Malcolm Brogdon,strep throat (already on IL)
29440,2020-01-11,Bucks,,Kyle Korver,placed on IL with sore back
29441,2020-01-11,Bucks,Ersan Ilyasova,,activated from IL
29442,2020-01-11,Lakers,,Danny Green,placed on IL with right hip injury
29443,2020-01-11,Lakers,,LeBron James,placed on IL with illness
29444,2020-01-11,Pelicans,,Kenrich Williams,placed on IL with sore lower back
29445,2020-01-11,Pistons,Markieff Morris,,activated from IL
29446,2020-01-11,Rockets,,Clint Capela,placed on IL with right heel injury
29447,2020-01-12,Celtics,Romeo Langford,,activated from IL
29448,2020-01-12,Jazz,,Donovan Mitchell,placed on IL with illness
29449,2020-01-12,Knicks,,Frank Ntilikina,placed on IL with groin injury
29450,2020-01-12,Nets,Garrett Temple,,activated from IL
29451,2020-01-12,Nets,Kyrie Irving,,activated from IL
29452,2020-01-12,Nets,Wilson Chandler,,activated from IL
29453,2020-01-12,Raptors,Norman Powell,,activated from IL
29454,2020-01-12,Raptors,Pascal Siakam,,activated from IL
29455,2020-01-12,Warriors,D'Angelo Russell,,activated from IL
29456,2020-01-12,Wizards,Bradley Beal,,activated from IL
29457,2020-01-12,Wizards,C.J. Miles,,activated from IL
29458,2020-01-13,Bucks,Kyle Korver,,activated from IL
29459,2020-01-13,Cavaliers,,Ante Zizic,placed on IL with vestibular condition
29460,2020-01-13,Cavaliers,Dante Exum,,activated from IL
29461,2020-01-13,Celtics,,Daniel Theis,placed on IL with sore right knee
29462,2020-01-13,Celtics,Vincent Poirier,,activated from IL
29463,2020-01-13,Kings,Marvin Bagley III,,activated from IL
29464,2020-01-13,Lakers,,Rajon Rondo,placed on IL with fractured finger
29465,2020-01-13,Lakers,Danny Green,,activated from IL
29466,2020-01-13,Lakers,LeBron James,,activated from IL
29467,2020-01-13,Magic,Aaron Gordon,,activated from IL
29468,2020-01-13,Pacers,Domantas Sabonis / Domas Sabonis,,activated from IL
29469,2020-01-13,Pacers,Malcolm Brogdon,,activated from IL
29470,2020-01-13,Pelicans,,Jrue Holiday,placed on IL with left elbow injury
29471,2020-01-13,Rockets,Clint Capela,,activated from IL
29472,2020-01-14,Bucks,,Robin Lopez,placed on IL
29473,2020-01-14,Cavaliers,Larry Nance Jr.,,activated from IL
29474,2020-01-14,Hawks,,Alex Len,placed on IL with sore lower back
29475,2020-01-14,Jazz,Donovan Mitchell,,activated from IL
29476,2020-01-14,Nets,,Garrett Temple,placed on IL with bruised right knee
29477,2020-01-14,Nets,,Wilson Chandler,placed on IL with left hamstring injury
29478,2020-01-14,Suns,,Ricky Rubio,placed on IL for personal reasons
29479,2020-01-14,Suns,Jalen Lecque,,activated from IL
29480,2020-01-14,Thunder,,Russell Westbrook,placed on IL
29481,2020-01-14,Grizzlies,,Bruno Caboclo,placed on IL with left knee injury
29482,2020-01-15,Celtics,,Jayson Tatum,placed on IL with sore right knee
29483,2020-01-15,Celtics,Daniel Theis,,activated from IL
29484,2020-01-15,Magic,,D.J. Augustine,placed on IL with left knee injury
29485,2020-01-15,Nets,Wilson Chandler,,activated from IL
29486,2020-01-15,Nuggets,,Gary Harris,placed on IL with strained right adductor
29487,2020-01-15,Raptors,Marc Gasol,,activated from IL
29488,2020-01-15,Rockets,Russell Westbrook,,activated from IL
29489,2020-01-15,Suns,Ricky Rubio,,activated from IL
29490,2020-01-15,Thunder,,Abdel Nader,placed on IL with sprained left ankle
29491,2020-01-16,Bucks,Robin Lopez,,activated from IL
29492,2020-01-16,Celtics,,Jaylen Brown,placed on IL with sprained right thumb
29493,2020-01-16,Celtics,Jayson Tatum,,activated from IL
29494,2020-01-16,Knicks,,Reggie Bullock,placed on IL with sore neck
29495,2020-01-16,Knicks,Frank Ntilikina,,activated from IL
29496,2020-01-16,Knicks,Marcus Morris,,activated from IL
29497,2020-01-16,Nuggets,,Jamal Murray,placed on IL with sprained left ankle
29498,2020-01-16,Suns,,Kelly Oubre Jr.,placed on IL with concussion
29499,2020-01-16,Warriors,,Jacob Evans,placed on IL with concussion
29500,2020-01-17,Bulls,,Daniel Gafford,placed on IL with right thumb injury
29501,2020-01-17,Cavaliers,,Brandon Knight,placed on IL with sore left knee
29502,2020-01-17,Spurs,,DeMarre Carroll,placed on IL
29503,2020-01-17,Spurs,,Rudy Gay,placed on IL with illness
29504,2020-01-17,Thunder,,Steven Adams,placed on IL with bruised right knee
29505,2020-01-17,Thunder,Nerlens Noel,,activated from IL
29506,2020-01-17,Timberwolves,,Allen Crabbe,placed on IL with illness
29507,2020-01-17,Timberwolves,Karl-Anthony Towns,,activated from IL
29508,2020-01-18,Bucks,,Robin Lopez,placed on IL with illness
29509,2020-01-18,Cavaliers,,John Henson,placed on IL with sore lower back
29510,2020-01-18,Celtics,,Kemba Walker,placed on IL with sore left knee
29511,2020-01-18,Clippers,,Maurice Harkless / Moe Harkless,placed on IL with sore lower back
29512,2020-01-18,Jazz,Mike Conley Jr.,,activated from IL
29513,2020-01-18,Kings,Bogdan Bogdanovic,,activated from IL
29514,2020-01-18,Knicks,,R.J. Barrett,placed on IL with sprained right ankle
29515,2020-01-18,Knicks,Reggie Bullock,,activated from IL
29516,2020-01-18,Magic,Michael Carter-Williams,,activated from IL
29517,2020-01-18,Nets,,DeAndre Jordan,placed on IL with finger injury
29518,2020-01-18,Nets,,Joe Harris,placed on IL with sore lower back
29519,2020-01-18,Raptors,,Fred VanVleet,placed on IL with strained right hamstring
29520,2020-01-18,Raptors,,Malcolm Miller,placed on IL
29521,2020-01-18,Raptors,Fred VanVleet,,activated from IL
29522,2020-01-18,Rockets,,Austin Rivers,placed on IL with sprained right thumb
29523,2020-01-18,Thunder,,Terrance Ferguson,placed on IL with illness
29524,2020-01-18,Thunder,Steven Adams,,activated from IL
29525,2020-01-18,Warriors,,Alen Smailagic,placed on IL
29526,2020-01-19,Nets,Garrett Temple,,activated from IL
29527,2020-01-19,Nets,Joe Harris,,activated from IL
29528,2020-01-20,Celtics,Jaylen Brown,,activated from IL
29529,2020-01-20,Celtics,Kemba Walker,,activated from IL
29530,2020-01-20,Lakers,Anthony Davis,,activated from IL
29531,2020-01-20,Lakers,Rajon Rondo,,activated from IL
29532,2020-01-20,Nets,,Kyrie Irving,placed on IL with right hamstring injury
29533,2020-01-20,Nets,,Wilson Chandler,placed on IL with left hamstring injury
29534,2020-01-20,Pelicans,Jrue Holiday,,activated from IL
29535,2020-01-20,Suns,,Jalen Lecque,placed on IL
29536,2020-01-20,Suns,Kelly Oubre Jr.,,activated from IL
29537,2020-01-20,Thunder,,Justin Patton,placed on IL with illness
29538,2020-01-20,Timberwolves,Allen Crabbe,,activated from IL
29539,2020-01-20,Wizards,,Anzejs Pasecniks,placed on IL with sprained left ankle
29540,2020-01-21,Clippers,Maurice Harkless / Moe Harkless,,activated from IL
29541,2020-01-21,Mavericks,Kristaps Porzingis,,activated from IL
29542,2020-01-22,Celtics,,Jaylen Brown,placed on IL with sprained right ankle
29543,2020-01-22,Clippers,,Kawhi Leonard,placed on IL
29544,2020-01-22,Clippers,,Patrick Beverley,placed on IL with right groin injury
29545,2020-01-22,Hawks,,Trae Young,placed on IL with bruised right thigh
29546,2020-01-22,Hawks,Alex Len,,activated from IL
29547,2020-01-22,Kings,,Marvin Bagley III,placed on IL with sprained left foot (out for season)
29548,2020-01-22,Knicks,Dennis Smith Jr.,,activated from IL
29549,2020-01-22,Mavericks,,Dwight Powell,placed on IL with torn right Achilles tendon (out for season)
29550,2020-01-22,Nuggets,,Mason Plumlee,placed on IL with right foot injury
29551,2020-01-22,Pelicans,Zion Williamson,,activated from IL
29552,2020-01-22,Pistons,,Blake Griffin,placed on IL with left knee injury (out for season)
29553,2020-01-22,Pistons,,Bruce Brown,placed on IL with illness
29554,2020-01-22,Pistons,,Tim Frazier,placed on IL with illness
29555,2020-01-22,Rockets,Austin Rivers,,activated from IL
29556,2020-01-22,Spurs,Rudy Gay,,activated from IL
29557,2020-01-22,Thunder,,Steven Adams,placed on IL with sprained left ankle
29558,2020-01-22,Warriors,Jacob Evans,,activated from IL
29559,2020-01-23,Cavaliers,John Henson,,activated from IL
29560,2020-01-23,Lakers,,JaVale McGee,placed on IL with flu
29561,2020-01-23,Nets,,Nicolas Claxton,placed on IL with left shoulder injury
29562,2020-01-23,Nets,Kyrie Irving,,activated from IL
29563,2020-01-23,Nets,Wilson Chandler,,activated from IL
29564,2020-01-23,Spurs,DeMarre Carroll,,activated from IL
29565,2020-01-23,Wizards,Anzejs Pasecniks,,activated from IL
29566,2020-01-24,Bucks,,Sterling Brown,placed on IL with illness
29567,2020-01-24,Bulls,,Lauri Markkanen,placed on IL with stress reaction in pelvis
29568,2020-01-24,Celtics,,Enes Kanter,placed on IL with bruised right hip
29569,2020-01-24,Clippers,Kawhi Leonard,,activated from IL
29570,2020-01-24,Hawks,Trae Young,,activated from IL
29571,2020-01-24,Nuggets,Gary Harris,,activated from IL
29572,2020-01-24,Pacers,,Goga Bitadze,placed on IL with illness
29573,2020-01-24,Pacers,,JaKarr Sampson,placed on IL with sprained left ankle
29574,2020-01-24,Pacers,,Malcolm Brogdon,placed on IL with concussion
29575,2020-01-24,Pacers,,T.J. Leaf,placed on IL with sore right knee
29576,2020-01-24,Pistons,,Tony Snell,placed on IL with illness
29577,2020-01-24,Pistons,Tim Frazier,,activated from IL
29578,2020-01-24,Raptors,,Patrick McCaw,placed on IL with fractured nose
29579,2020-01-24,Raptors,Malcolm Miller,,activated from IL
29580,2020-01-24,Hawks,,DeAndre' Bembry / DeAndre Bembry,placed on IL with right hand injury
29581,2020-01-25,76ers,,Josh Richardson,placed on IL with strained left hamstring
29582,2020-01-25,Jazz,,Emmanuel Mudiay,placed on IL with sore right ankle
29583,2020-01-25,Jazz,Nigel Williams-Goss,,activated from IL
29584,2020-01-25,Nets,Nicolas Claxton,,activated from IL
29585,2020-01-25,Pistons,Bruce Brown,,activated from IL
29586,2020-01-25,Thunder,,Danilo Gallinari,placed on IL with left thumb injury
29587,2020-01-25,Thunder,,Nerlens Noel,placed on IL with surgery to repair fractured left cheekbone
29588,2020-01-25,Thunder,Steven Adams,,activated from IL
29589,2020-01-26,Celtics,Jaylen Brown,,activated from IL
29590,2020-01-26,Grizzlies,,Jae Crowder,placed on IL with sore right knee
29591,2020-01-26,Hawks,,Alex Len,placed on IL with right hip flexor injury
29592,2020-01-26,Pacers,,Myles Turner,placed on IL with illness
29593,2020-01-26,Pacers,Goga Bitadze,,activated from IL
29594,2020-01-26,Pacers,JaKarr Sampson,,activated from IL
29595,2020-01-26,Pacers,T.J. Leaf,,activated from IL
29596,2020-01-26,Rockets,,James Harden,placed on IL with bruised left thigh
29597,2020-01-26,Suns,,Aron Baynes,placed on IL with sore left hip
29598,2020-01-27,Bucks,Robin Lopez,,activated from IL
29599,2020-01-27,Bucks,Sterling Brown,,activated from IL
29600,2020-01-27,Cavaliers,Kevin Porter Jr.,,activated from IL
29601,2020-01-27,Heat,,Kendrick Nunn,placed on IL with left Achilles injury
29602,2020-01-27,Heat,Gabe Vincent,,activated from IL
29603,2020-01-27,Jazz,,Nigel Williams-Goss,placed on IL
29604,2020-01-27,Jazz,Emmanuel Mudiay,,activated from IL
29605,2020-01-27,Mavericks,Ryan Broekhoff,,activated from IL
29606,2020-01-27,Rockets,,Clint Capela,placed on IL with right heel injury
29607,2020-01-27,Rockets,,Russell Westbrook,placed on IL
29608,2020-01-27,Spurs,,LaMarcus Aldridge,placed on IL with sprained right thumb
29609,2020-01-27,Thunder,Danilo Gallinari,,activated from IL
29610,2020-01-27,Thunder,Isaiah Roby,,activated from IL
29611,2020-01-27,Thunder,Nerlens Noel,,activated from IL
29612,2020-01-27,Timberwolves,,Allen Crabbe,placed on IL with left knee injury
29613,2020-01-28,76ers,Joel Embiid,,activated from IL
29614,2020-01-28,Bucks,,Giannis Antetokounmpo,placed on IL with sore right shoulder
29615,2020-01-28,Celtics,,Javonte Green,placed on IL with sore left knee
29616,2020-01-28,Grizzlies,,Grayson Allen,placed on IL with left hip injury
29617,2020-01-28,Hawks,,Bruno Fernando,placed on IL with strained left calf
29618,2020-01-28,Nets,DeAndre Jordan,,activated from IL
29619,2020-01-28,Raptors,,Rondae Hollis-Jefferson,placed on IL with sprained right ankle
